TimeInMilis;Result
1012066;91449
1012540;91449
1012903;91449
1013204;91449
1013449;91449
1013649;91449
1013805;91449
1013920;91449
1014017;91449
1014089;91449
1014138;91449
1014172;91449
1014188;91449
1014198;91449
1014201;91449
1014228;91203
1015712;91203
1016933;91203
1018020;91203
1019036;91203
1019922;91203
1020740;91203
1021521;91203
1022251;91203
1022979;91203
1023614;91203
1024138;91203
1024548;91203
1024898;91203
1025208;91203
1025470;91203
1025669;91203
1025832;91203
1025947;91203
1026034;91203
1026109;91203
1026155;91203
1026190;91203
1026207;91203
1026216;91203
1026218;91203
1026253;90959
1027754;90959
1029123;90959
1030399;90959
1031553;90959
1032673;90959
1033630;90959
1034350;90959
1035028;90959
1035622;90959
1036127;90959
1036567;90959
1036957;90959
1037297;90959
1037610;90959
1037858;90959
1038064;90959
1038223;90959
1038347;90959
1038452;90959
1038520;90959
1038576;90959
1038604;90959
1038619;90959
1038627;90959
1038629;90959
1038665;90745
1040181;90745
1041556;90745
1042984;90745
1044217;90745
1045309;90745
1046364;90745
1047270;90745
1048000;90745
1048645;90745
1049162;90745
1049603;90745
1049980;90745
1050309;90745
1050591;90745
1050816;90745
1051002;90745
1051146;90745
1051258;90745
1051341;90745
1051406;90745
1051452;90745
1051478;90745
1051497;90745
1051505;90745
1051508;90745
1051533;90538
1052864;90538
1054173;90538
1055539;90538
1056665;90538
1057711;90538
1058623;90538
1059430;90538
1060164;90538
1060838;90538
1061395;90538
1061889;90538
1062350;90538
1062759;90538
1063106;90538
1063396;90538
1063619;90538
1063790;90538
1063917;90538
1064025;90538
1064107;90538
1064160;90538
1064194;90538
1064214;90538
1064222;90538
1064224;90538
1064257;90335
1065605;90335
1066812;90335
1067915;90335
1068917;90335
1069900;90335
1070811;90335
1071639;90335
1072379;90335
1073018;90335
1073598;90335
1074078;90335
1074538;90335
1074891;90335
1075239;90335
1075499;90335
1075702;90335
1075852;90335
1075983;90335
1076093;90335
1076169;90335
1076214;90335
1076242;90335
1076259;90335
1076266;90335
1076268;90335
1076299;90132
1077826;90132
1079231;90132
1080524;90132
1081547;90132
1082476;90132
1083282;90132
1084035;90132
1084714;90132
1085310;90132
1086019;90132
1086624;90132
1087125;90132
1087539;90132
1087877;90132
1088145;90132
1088351;90132
1088524;90132
1088648;90132
1088743;90132
1088808;90132
1088854;90132
1088885;90132
1088901;90132
1088908;90132
1088911;90132
1088943;89929
1090445;89929
1091987;89929
1093280;89929
1094390;89929
1095430;89929
1096369;89929
1097146;89929
1097815;89929
1098401;89929
1098895;89929
1099320;89929
1099705;89929
1100050;89929
1100323;89929
1100558;89929
1100746;89929
1100898;89929
1101013;89929
1101103;89929
1101168;89929
1101214;89929
1101241;89929
1101256;89929
1101264;89929
1101267;89929
1101299;89716
1102797;89716
1104189;89716
1105433;89716
1106617;89716
1107815;89716
1108872;89716
1109695;89716
1110426;89716
1111087;89716
1111654;89716
1112174;89716
1112607;89716
1112932;89716
1113208;89716
1113430;89716
1113611;89716
1113757;89716
1113883;89716
1113974;89716
1114051;89716
1114108;89716
1114136;89716
1114154;89716
1114166;89716
1114169;89716
1114202;89499
1115727;89499
1117009;89499
1118188;89499
1119330;89499
1120338;89499
1121275;89499
1122116;89499
1122853;89499
1123532;89499
1124088;89499
1124596;89499
1125020;89499
1125385;89499
1125686;89499
1125925;89499
1126137;89499
1126320;89499
1126522;89499
1126639;89499
1126734;89499
1126790;89499
1126823;89499
1126842;89499
1126853;89499
1126856;89499
1126891;89296
1128761;89296
1130064;89296
1131198;89296
1132210;89296
1133145;89296
1133971;89296
1134798;89296
1135529;89296
1136203;89296
1136767;89296
1137265;89296
1137723;89296
1138084;89296
1138378;89296
1138632;89296
1138854;89296
1139018;89296
1139146;89296
1139235;89296
1139303;89296
1139353;89296
1139385;89296
1139400;89296
1139408;89296
1139411;89296
1139447;89054
1140875;89054
1142256;89054
1143514;89054
1144664;89054
1145709;89054
1146643;89054
1147443;89054
1148187;89054
1148869;89054
1149399;89054
1149836;89054
1150220;89054
1150550;89054
1150827;89054
1151056;89054
1151236;89054
1151381;89054
1151496;89054
1151585;89054
1151654;89054
1151698;89054
1151731;89054
1151747;89054
1151756;89054
1151759;89054
1151791;88851
1153351;88851
1154740;88851
1156014;88851
1157319;88851
1158473;88851
1159399;88851
1160207;88851
1160926;88851
1161588;88851
1162170;88851
1162660;88851
1163094;88851
1163468;88851
1163768;88851
1164019;88851
1164223;88851
1164391;88851
1164506;88851
1164592;88851
1164652;88851
1164697;88851
1164724;88851
1164740;88851
1164747;88851
1164749;88851
1164777;88598
1166108;88598
1167325;88598
1168460;88598
1169531;88598
1170581;88598
1171630;88598
1172475;88598
1173193;88598
1173835;88598
1174415;88598
1174911;88598
1175361;88598
1175722;88598
1176026;88598
1176283;88598
1176494;88598
1176646;88598
1176767;88598
1176863;88598
1176926;88598
1176976;88598
1177012;88598
1177031;88598
1177040;88598
1177044;88598
1177086;88395
1178604;88395
1179974;88395
1181223;88395
1182316;88395
1183276;88395
1184208;88395
1185035;88395
1185690;88395
1186271;88395
1186820;88395
1187316;88395
1187747;88395
1188112;88395
1188430;88395
1188668;88395
1188868;88395
1189019;88395
1189146;88395
1189235;88395
1189302;88395
1189345;88395
1189377;88395
1189393;88395
1189401;88395
1189404;88395
1189433;88090
1190929;88090
1192382;88090
1193650;88090
1194799;88090
1195832;88090
1196763;88090
1197611;88090
1198358;88090
1199027;88090
1199597;88090
1200041;88090
1200449;88090
1200771;88090
1201041;88090
1201279;88090
1201470;88090
1201620;88090
1201727;88090
1201815;88090
1201881;88090
1201925;88090
1201951;88090
1201967;88090
1201976;88090
1201978;88090
1202004;87836
1203346;87836
1204608;87836
1205834;87836
1206986;87836
1208072;87836
1209014;87836
1209828;87836
1210575;87836
1211245;87836
1211815;87836
1212327;87836
1212785;87836
1213147;87836
1213454;87836
1213695;87836
1213906;87836
1214082;87836
1214215;87836
1214312;87836
1214531;87836
1214584;87836
1214619;87836
1214634;87836
1214644;87836
1214648;87836
1214684;87633
1216184;87633
1217722;87633
1218999;87633
1219993;87633
1220907;87633
1221754;87633
1222543;87633
1223286;87633
1223943;87633
1224519;87633
1225013;87633
1225453;87633
1225823;87633
1226138;87633
1226404;87633
1226615;87633
1226777;87633
1226902;87633
1226990;87633
1227069;87633
1227117;87633
1227147;87633
1227165;87633
1227175;87633
1227178;87633
1227208;87436
1228698;87436
1230087;87436
1231330;87436
1232471;87436
1233508;87436
1234445;87436
1235207;87436
1235869;87436
1236464;87436
1236959;87436
1237432;87436
1237822;87436
1238162;87436
1238437;87436
1238652;87436
1238834;87436
1238972;87436
1239089;87436
1239178;87436
1239242;87436
1239286;87436
1239313;87436
1239329;87436
1239337;87436
1239340;87436
1239373;87252
1240797;87252
1242171;87252
1243461;87252
1244618;87252
1245741;87252
1246727;87252
1247553;87252
1248301;87252
1248944;87252
1249536;87252
1250057;87252
1250504;87252
1250891;87252
1251206;87252
1251455;87252
1251656;87252
1251820;87252
1251951;87252
1252049;87252
1252120;87252
1252170;87252
1252199;87252
1252219;87252
1252228;87252
1252232;87252
1252259;87070
1253585;87070
1254846;87070
1255962;87070
1256987;87070
1258110;87070
1259041;87070
1259899;87070
1260675;87070
1261343;87070
1261919;87070
1262406;87070
1262846;87070
1263202;87070
1263518;87070
1263781;87070
1263979;87070
1264163;87070
1264285;87070
1264392;87070
1264458;87070
1264503;87070
1264530;87070
1264547;87070
1264557;87070
1264560;87070
1264592;86889
1266104;86889
1267511;86889
1268771;86889
1269887;86889
1270796;86889
1271632;86889
1272355;86889
1273055;86889
1273716;86889
1274308;86889
1274784;86889
1275221;86889
1275595;86889
1275900;86889
1276166;86889
1276369;86889
1276528;86889
1276655;86889
1276748;86889
1276807;86889
1276855;86889
1276885;86889
1276902;86889
1276910;86889
1276912;86889
1276943;86675
1278498;86675
1280039;86675
1281421;86675
1282565;86675
1283608;86675
1284532;86675
1285360;86675
1286157;86675
1286901;86675
1287520;86675
1288018;86675
1288453;86675
1288800;86675
1289089;86675
1289323;86675
1289516;86675
1289665;86675
1289791;86675
1289921;86675
1290004;86675
1290068;86675
1290104;86675
1290124;86675
1290133;86675
1290137;86675
1290173;86494
1291512;86494
1292717;86494
1293921;86494
1295055;86494
1296169;86494
1297221;86494
1298100;86494
1298830;86494
1299493;86494
1300142;86494
1300637;86494
1301071;86494
1301424;86494
1301723;86494
1301985;86494
1302201;86494
1302364;86494
1302499;86494
1302597;86494
1302664;86494
1302710;86494
1302746;86494
1302764;86494
1302771;86494
1302773;86494
1302805;86318
1304369;86318
1305807;86318
1307053;86318
1308078;86318
1308980;86318
1309806;86318
1310575;86318
1311237;86318
1311796;86318
1312355;86318
1312844;86318
1313294;86318
1313655;86318
1313960;86318
1314233;86318
1314447;86318
1314606;86318
1314734;86318
1314824;86318
1314896;86318
1314948;86318
1314980;86318
1314997;86318
1315006;86318
1315010;86318
1315042;86127
1316569;86127
1317957;86127
1319272;86127
1320452;86127
1321557;86127
1322623;86127
1323548;86127
1324308;86127
1324958;86127
1325537;86127
1326026;86127
1326451;86127
1326779;86127
1327052;86127
1327293;86127
1327476;86127
1327618;86127
1327733;86127
1327815;86127
1327878;86127
1327919;86127
1327950;86127
1327967;86127
1327974;86127
1327977;86127
1328005;85856
1329346;85856
1330632;85856
1331911;85856
1333016;85856
1334035;85856
1334957;85856
1335767;85856
1336510;85856
1337149;85856
1337713;85856
1338232;85856
1338683;85856
1339041;85856
1339400;85856
1339628;85856
1339825;85856
1339999;85856
1340127;85856
1340221;85856
1340297;85856
1340346;85856
1340378;85856
1340398;85856
1340407;85856
1340409;85856
1340442;85680
1342035;85680
1343572;85680
1344853;85680
1345941;85680
1346864;85680
1347698;85680
1348458;85680
1349128;85680
1349719;85680
1350266;85680
1350794;85680
1351242;85680
1351631;85680
1351933;85680
1352198;85680
1352407;85680
1352564;85680
1352693;85680
1352788;85680
1352856;85680
1352902;85680
1352937;85680
1352956;85680
1352966;85680
1352969;85680
1353002;85509
1354499;85509
1355927;85509
1357212;85509
1358367;85509
1359437;85509
1360348;85509
1361163;85509
1361890;85509
1362537;85509
1363123;85509
1363628;85509
1364059;85509
1364448;85509
1364758;85509
1365012;85509
1365250;85509
1365429;85509
1365556;85509
1365649;85509
1365717;85509
1365768;85509
1365799;85509
1365816;85509
1365824;85509
1365826;85509
1365858;85258
1367330;85258
1368557;85258
1369688;85258
1370751;85258
1371829;85258
1372792;85258
1373653;85258
1374421;85258
1375087;85258
1375652;85258
1376173;85258
1376605;85258
1376969;85258
1377269;85258
1377528;85258
1377729;85258
1377887;85258
1378027;85258
1378131;85258
1378201;85258
1378247;85258
1378279;85258
1378299;85258
1378310;85258
1378312;85258
1378345;85084
1379908;85084
1381328;85084
1382599;85084
1383752;85084
1384742;85084
1385564;85084
1386426;85084
1387114;85084
1387677;85084
1388215;85084
1388650;85084
1389024;85084
1389341;85084
1389655;85084
1389916;85084
1390140;85084
1390307;85084
1390438;85084
1390528;85084
1390603;85084
1390647;85084
1390677;85084
1390700;85084
1390710;85084
1390713;85084
1390747;84851
1392291;84851
1393708;84851
1394993;84851
1396158;84851
1397240;84851
1398161;84851
1399328;84851
1400302;84851
1401138;84851
1401885;84851
1402532;84851
1403093;84851
1403659;84851
1404208;84851
1404649;84851
1405002;84851
1405309;84851
1405561;84851
1405751;84851
1405920;84851
1406000;84851
1406058;84851
1406092;84851
1406105;84851
1406110;84851
1406163;84652
1408646;84652
1410700;84652
1412346;84652
1413820;84652
1414978;84652
1415969;84652
1416849;84652
1417623;84652
1418279;84652
1418875;84652
1419396;84652
1419808;84652
1420174;84652
1420484;84652
1420755;84652
1420948;84652
1421124;84652
1421249;84652
1421341;84652
1421416;84652
1421464;84652
1421497;84652
1421512;84652
1421520;84652
1421523;84652
1421557;84483
1423065;84483
1424436;84483
1425722;84483
1426918;84483
1427911;84483
1428849;84483
1429625;84483
1430283;84483
1430870;84483
1431454;84483
1431968;84483
1432406;84483
1432782;84483
1433097;84483
1433353;84483
1433549;84483
1433717;84483
1433841;84483
1433933;84483
1433995;84483
1434042;84483
1434083;84483
1434103;84483
1434112;84483
1434115;84483
1434150;84317
1435651;84317
1437051;84317
1438396;84317
1439579;84317
1440701;84317
1441628;84317
1442504;84317
1443249;84317
1443917;84317
1444530;84317
1445022;84317
1445455;84317
1445798;84317
1446085;84317
1446310;84317
1446498;84317
1446654;84317
1446762;84317
1446845;84317
1446905;84317
1446947;84317
1446977;84317
1446994;84317
1447003;84317
1447006;84317
1447035;84145
1448578;84145
1450065;84145
1451454;84145
1452598;84145
1453659;84145
1454603;84145
1455463;84145
1456224;84145
1456916;84145
1457511;84145
1458031;84145
1458495;84145
1458880;84145
1459187;84145
1459443;84145
1459640;84145
1459789;84145
1459914;84145
1460014;84145
1460084;84145
1460128;84145
1460162;84145
1460181;84145
1460193;84145
1460196;84145
1460224;83964
1461710;83964
1463099;83964
1464598;83964
1465843;83964
1466773;83964
1467613;83964
1468375;83964
1469041;83964
1469652;83964
1470185;83964
1470651;83964
1471203;83964
1471590;83964
1471901;83964
1472174;83964
1472383;83964
1472549;83964
1472746;83964
1472842;83964
1472910;83964
1472959;83964
1472989;83964
1473008;83964
1473016;83964
1473018;83964
1473053;83798
1474676;83798
1476033;83798
1477317;83798
1478482;83798
1479542;83798
1480540;83798
1481393;83798
1482151;83798
1482832;83798
1483412;83798
1483937;83798
1484411;83798
1484792;83798
1485088;83798
1485313;83798
1485498;83798
1485642;83798
1485759;83798
1485839;83798
1485902;83798
1485949;83798
1485980;83798
1485997;83798
1486004;83798
1486007;83798
1486039;83641
1487444;83641
1488634;83641
1489815;83641
1491082;83641
1492198;83641
1493179;83641
1494076;83641
1494929;83641
1495697;83641
1496284;83641
1496790;83641
1497236;83641
1497613;83641
1497910;83641
1498178;83641
1498386;83641
1498550;83641
1498671;83641
1498762;83641
1498824;83641
1498878;83641
1498910;83641
1498928;83641
1498938;83641
1498940;83641
1498972;83463
1500477;83463
1501798;83463
1503033;83463
1504207;83463
1505285;83463
1506120;83463
1506881;83463
1507575;83463
1508182;83463
1508702;83463
1509142;83463
1509536;83463
1509863;83463
1510147;83463
1510385;83463
1510589;83463
1510752;83463
1510874;83463
1510965;83463
1511030;83463
1511083;83463
1511112;83463
1511132;83463
1511139;83463
1511141;83463
1511172;83309
1512759;83309
1514104;83309
1515348;83309
1516498;83309
1517497;83309
1518464;83309
1519300;83309
1520067;83309
1520762;83309
1521350;83309
1521861;83309
1522326;83309
1522698;83309
1522991;83309
1523259;83309
1523463;83309
1523628;83309
1523752;83309
1523850;83309
1523920;83309
1523964;83309
1523998;83309
1524016;83309
1524025;83309
1524028;83309
1524065;83155
1525715;83155
1526997;83155
1528118;83155
1529154;83155
1530078;83155
1531131;83155
1532201;83155
1533110;83155
1533779;83155
1534365;83155
1534895;83155
1535357;83155
1535730;83155
1536041;83155
1536307;83155
1536512;83155
1536667;83155
1536791;83155
1536892;83155
1536964;83155
1537011;83155
1537038;83155
1537059;83155
1537070;83155
1537073;83155
1537107;83002
1538627;83002
1539981;83002
1541293;83002
1542459;83002
1543499;83002
1544448;83002
1545235;83002
1545912;83002
1546525;83002
1547032;83002
1547477;83002
1547865;83002
1548215;83002
1548492;83002
1548720;83002
1548892;83002
1549055;83002
1549169;83002
1549254;83002
1549321;83002
1549368;83002
1549396;83002
1549412;83002
1549419;83002
1549421;83002
1549450;82848
1550921;82848
1552309;82848
1553609;82848
1554862;82848
1556159;82848
1557091;82848
1557933;82848
1558722;82848
1559375;82848
1559960;82848
1560508;82848
1560971;82848
1561340;82848
1561663;82848
1561921;82848
1562133;82848
1562319;82848
1562454;82848
1562548;82848
1562614;82848
1562663;82848
1562696;82848
1562715;82848
1562723;82848
1562725;82848
1562756;82695
1564273;82695
1565633;82695
1566766;82695
1567792;82695
1568737;82695
1569589;82695
1570359;82695
1571135;82695
1571850;82695
1572660;82695
1573267;82695
1573745;82695
1574164;82695
1574472;82695
1574720;82695
1574930;82695
1575106;82695
1575243;82695
1575341;82695
1575451;82695
1575504;82695
1575532;82695
1575552;82695
1575560;82695
1575563;82695
1575595;82541
1577141;82541
1578483;82541
1579766;82541
1580910;82541
1581960;82541
1582933;82541
1583802;82541
1584574;82541
1585183;82541
1585723;82541
1586201;82541
1586610;82541
1586957;82541
1587253;82541
1587479;82541
1587663;82541
1587812;82541
1587925;82541
1588013;82541
1588085;82541
1588136;82541
1588166;82541
1588181;82541
1588189;82541
1588191;82541
1588220;82388
1589559;82388
1590876;82388
1592157;82388
1593334;82388
1594448;82388
1595511;82388
1596398;82388
1597170;82388
1597815;82388
1598533;82388
1599037;82388
1599470;82388
1599840;82388
1600166;82388
1600441;82388
1600636;82388
1600793;82388
1600913;82388
1601004;82388
1601087;82388
1601140;82388
1601172;82388
1601191;82388
1601199;82388
1601201;82388
1601237;82234
1602758;82234
1604089;82234
1605206;82234
1606204;82234
1607154;82234
1607977;82234
1608738;82234
1609465;82234
1610152;82234
1610725;82234
1611234;82234
1611688;82234
1612061;82234
1612376;82234
1612640;82234
1612855;82234
1613026;82234
1613172;82234
1613263;82234
1613339;82234
1613394;82234
1613420;82234
1613442;82234
1613450;82234
1613452;82234
1613488;82081
1615085;82081
1616653;82081
1617917;82081
1619105;82081
1620180;82081
1621154;82081
1621989;82081
1622744;82081
1623399;82081
1623910;82081
1624375;82081
1624759;82081
1625088;82081
1625381;82081
1625605;82081
1625789;82081
1625933;82081
1626051;82081
1626143;82081
1626203;82081
1626244;82081
1626271;82081
1626286;82081
1626294;82081
1626296;82081
1626329;81928
1627623;81928
1628898;81928
1630316;81928
1631531;81928
1632594;81928
1633552;81928
1634376;81928
1635236;81928
1635906;81928
1636479;81928
1636942;81928
1637383;81928
1637732;81928
1638015;81928
1638274;81928
1638489;81928
1638644;81928
1638779;81928
1638883;81928
1638960;81928
1639011;81928
1639043;81928
1639064;81928
1639075;81928
1639078;81928
1639109;81776
1640655;81776
1642062;81776
1643311;81776
1644341;81776
1645288;81776
1646167;81776
1646930;81776
1647599;81776
1648263;81776
1648846;81776
1649329;81776
1649762;81776
1650141;81776
1650456;81776
1650713;81776
1650926;81776
1651100;81776
1651228;81776
1651320;81776
1651388;81776
1651441;81776
1651472;81776
1651490;81776
1651502;81776
1651504;81776
1651534;81624
1653069;81624
1654477;81624
1655804;81624
1657119;81624
1658229;81624
1659168;81624
1660027;81624
1660797;81624
1661451;81624
1662015;81624
1662475;81624
1662861;81624
1663216;81624
1663499;81624
1663728;81624
1663911;81624
1664060;81624
1664182;81624
1664265;81624
1664324;81624
1664373;81624
1664402;81624
1664419;81624
1664428;81624
1664430;81624
1664455;81471
1665752;81471
1666962;81471
1668247;81471
1669368;81471
1670467;81471
1671440;81471
1672278;81471
1673023;81471
1673721;81471
1674295;81471
1674782;81471
1675216;81471
1675583;81471
1675889;81471
1676151;81471
1676356;81471
1676528;81471
1676654;81471
1676741;81471
1676811;81471
1676858;81471
1676887;81471
1676907;81471
1676917;81471
1676920;81471
1676950;81317
1678540;81317
1679896;81317
1681219;81317
1682292;81317
1683343;81317
1684180;81317
1684925;81317
1685600;81317
1686193;81317
1686785;81317
1687292;81317
1687715;81317
1688117;81317
1688431;81317
1688673;81317
1688869;81317
1689027;81317
1689166;81317
1689262;81317
1689330;81317
1689384;81317
1689412;81317
1689427;81317
1689435;81317
1689438;81317
1689469;81164
1690978;81164
1692541;81164
1693895;81164
1695130;81164
1696154;81164
1697167;81164
1698134;81164
1698969;81164
1699628;81164
1700206;81164
1700706;81164
1701105;81164
1701434;81164
1701711;81164
1701938;81164
1702124;81164
1702278;81164
1702386;81164
1702478;81164
1702537;81164
1702581;81164
1702609;81164
1702626;81164
1702633;81164
1702636;81164
1702661;80913
1704044;80913
1705276;80913
1706470;80913
1707622;80913
1708702;80913
1709665;80913
1710494;80913
1711229;80913
1711883;80913
1712471;80913
1712975;80913
1713438;80913
1713817;80913
1714140;80913
1714410;80913
1714618;80913
1714781;80913
1714899;80913
1714998;80913
1715071;80913
1715119;80913
1715151;80913
1715168;80913
1715177;80913
1715180;80913
1715209;80688
1716709;80688
1718023;80688
1719305;80688
1720374;80688
1721287;80688
1722111;80688
1722881;80688
1723552;80688
1724138;80688
1724643;80688
1725131;80688
1725576;80688
1726054;80688
1726390;80688
1726643;80688
1726839;80688
1727006;80688
1727145;80688
1727245;80688
1727327;80688
1727385;80688
1727421;80688
1727440;80688
1727449;80688
1727452;80688
1727490;80505
1729141;80505
1730546;80505
1731787;80505
1732920;80505
1734009;80505
1734949;80505
1735821;80505
1736564;80505
1737222;80505
1737790;80505
1738287;80505
1738731;80505
1739139;80505
1739485;80505
1739742;80505
1739954;80505
1740136;80505
1740266;80505
1740376;80505
1740451;80505
1740501;80505
1740533;80505
1740554;80505
1740561;80505
1740564;80505
1740601;80353
1742026;80353
1743270;80353
1744434;80353
1745727;80353
1747403;80353
1748389;80353
1749379;80353
1750167;80353
1750825;80353
1751401;80353
1751903;80353
1752348;80353
1752719;80353
1753024;80353
1753292;80353
1753502;80353
1753670;80353
1753810;80353
1753907;80353
1753982;80353
1754034;80353
1754069;80353
1754100;80353
1754114;80353
1754120;80353
1754159;80170
1755831;80170
1757229;80170
1758494;80170
1759688;80170
1760759;80170
1761594;80170
1762357;80170
1763027;80170
1763628;80170
1764158;80170
1764615;80170
1765010;80170
1765370;80170
1765652;80170
1765918;80170
1766133;80170
1766305;80170
1766439;80170
1766535;80170
1766607;80170
1766656;80170
1766687;80170
1766705;80170
1766713;80170
1766716;80170
1766744;80016
1768281;80016
1769812;80016
1771091;80016
1772350;80016
1773546;80016
1774510;80016
1775395;80016
1776133;80016
1776827;80016
1777400;80016
1777905;80016
1778343;80016
1778715;80016
1779041;80016
1779321;80016
1779528;80016
1779694;80016
1779833;80016
1779943;80016
1780022;80016
1780084;80016
1780122;80016
1780140;80016
1780149;80016
1780154;80016
1780184;79869
1781760;79869
1783161;79869
1784436;79869
1785467;79869
1786410;79869
1787333;79869
1788095;79869
1788821;79869
1789506;79869
1790121;79869
1790627;79869
1791076;79869
1791453;79869
1791761;79869
1792014;79869
1792306;79869
1792482;79869
1792612;79869
1792709;79869
1792781;79869
1792828;79869
1792885;79869
1792941;79869
1792953;79869
1792957;79869
1792992;79724
1794536;79724
1795929;79724
1797210;79724
1798430;79724
1799485;79724
1800482;79724
1801356;79724
1802115;79724
1802801;79724
1803393;79724
1803952;79724
1804483;79724
1804916;79724
1805284;79724
1805584;79724
1805830;79724
1806022;79724
1806178;79724
1806279;79724
1806350;79724
1806402;79724
1806434;79724
1806451;79724
1806459;79724
1806461;79724
1806494;79566
1807913;79566
1809188;79566
1810321;79566
1811561;79566
1812606;79566
1813540;79566
1814407;79566
1815154;79566
1815844;79566
1816433;79566
1816930;79566
1817381;79566
1817746;79566
1818062;79566
1818321;79566
1818542;79566
1818714;79566
1818853;79566
1818950;79566
1819019;79566
1819078;79566
1819110;79566
1819130;79566
1819140;79566
1819143;79566
1819201;79412
1820684;79412
1822191;79412
1823631;79412
1824823;79412
1825868;79412
1826789;79412
1827624;79412
1828382;79412
1829034;79412
1829609;79412
1830076;79412
1830524;79412
1830855;79412
1831158;79412
1831387;79412
1831570;79412
1831737;79412
1831864;79412
1831963;79412
1832028;79412
1832087;79412
1832119;79412
1832139;79412
1832149;79412
1832153;79412
1832184;79270
1833663;79270
1834853;79270
1836119;79270
1837289;79270
1838356;79270
1839302;79270
1840158;79270
1840923;79270
1841618;79270
1842190;79270
1842678;79270
1843110;79270
1843476;79270
1843776;79270
1844034;79270
1844241;79270
1844413;79270
1844543;79270
1844641;79270
1844702;79270
1844748;79270
1844775;79270
1844794;79270
1844802;79270
1844806;79270
1844833;79128
1846311;79128
1847672;79128
1848942;79128
1850083;79128
1851132;79128
1852048;79128
1852904;79128
1853665;79128
1854481;79128
1855029;79128
1855479;79128
1855870;79128
1856201;79128
1856488;79128
1856712;79128
1856893;79128
1857039;79128
1857166;79128
1857247;79128
1857313;79128
1857358;79128
1857387;79128
1857401;79128
1857409;79128
1857411;79128
1857437;78975
1858896;78975
1860281;78975
1861571;78975
1862740;78975
1863792;78975
1864892;78975
1865825;78975
1866656;78975
1867344;78975
1867943;78975
1868474;78975
1868910;78975
1869277;78975
1869595;78975
1869848;78975
1870054;78975
1870224;78975
1870360;78975
1870457;78975
1870524;78975
1870570;78975
1870599;78975
1870617;78975
1870625;78975
1870628;78975
1870662;78835
1872187;78835
1873571;78835
1874802;78835
1875954;78835
1876988;78835
1877834;78835
1878583;78835
1879250;78835
1879837;78835
1880374;78835
1880822;78835
1881246;78835
1881587;78835
1881880;78835
1882151;78835
1882375;78835
1882537;78835
1882663;78835
1882760;78835
1882834;78835
1882879;78835
1882914;78835
1882930;78835
1882938;78835
1882942;78835
1882979;78697
1884537;78697
1885919;78697
1887267;78697
1888431;78697
1889499;78697
1890455;78697
1891304;78697
1892055;78697
1892758;78697
1893414;78697
1893961;78697
1894460;78697
1894851;78697
1895214;78697
1895467;78697
1895676;78697
1895835;78697
1895973;78697
1896069;78697
1896144;78697
1896190;78697
1896258;78697
1896309;78697
1896321;78697
1896326;78697
1896392;78543
1897933;78543
1899328;78543
1900587;78543
1901707;78543
1902658;78543
1903523;78543
1904272;78543
1904967;78543
1905575;78543
1906153;78543
1906669;78543
1907113;78543
1907510;78543
1907819;78543
1908078;78543
1908283;78543
1908462;78543
1908598;78543
1908689;78543
1908759;78543
1908813;78543
1908841;78543
1908858;78543
1908866;78543
1908868;78543
1908900;78389
1910403;78389
1911808;78389
1913101;78389
1914318;78389
1915409;78389
1916368;78389
1917194;78389
1917969;78389
1918675;78389
1919299;78389
1919797;78389
1920232;78389
1920601;78389
1920903;78389
1921179;78389
1921456;78389
1921645;78389
1921788;78389
1921898;78389
1921982;78389
1922035;78389
1922079;78389
1922102;78389
1922111;78389
1922115;78389
1922152;78251
1923947;78251
1925474;78251
1926631;78251
1927742;78251
1928711;78251
1929581;78251
1930363;78251
1931141;78251
1931820;78251
1932439;78251
1932964;78251
1933425;78251
1933786;78251
1934091;78251
1934352;78251
1934577;78251
1934740;78251
1934862;78251
1934952;78251
1935023;78251
1935080;78251
1935115;78251
1935133;78251
1935141;78251
1935145;78251
1935174;78113
1936635;78113
1937987;78113
1939303;78113
1940613;78113
1941817;78113
1942835;78113
1943697;78113
1944490;78113
1945187;78113
1945794;78113
1946304;78113
1946795;78113
1947203;78113
1947549;78113
1947831;78113
1948060;78113
1948275;78113
1948446;78113
1948555;78113
1948631;78113
1948681;78113
1948717;78113
1948737;78113
1948745;78113
1948747;78113
1948782;77975
1950252;77975
1951546;77975
1952694;77975
1953716;77975
1954694;77975
1955630;77975
1956536;77975
1957304;77975
1958000;77975
1958636;77975
1959168;77975
1959636;77975
1960005;77975
1960324;77975
1960608;77975
1960809;77975
1960982;77975
1961131;77975
1961240;77975
1961314;77975
1961366;77975
1961396;77975
1961417;77975
1961425;77975
1961428;77975
1961459;77837
1963042;77837
1964452;77837
1965733;77837
1966913;77837
1967945;77837
1968921;77837
1969764;77837
1970577;77837
1971228;77837
1971872;77837
1972472;77837
1972961;77837
1973386;77837
1973693;77837
1973923;77837
1974115;77837
1974275;77837
1974414;77837
1974503;77837
1974565;77837
1974608;77837
1974637;77837
1974653;77837
1974663;77837
1974666;77837
1974693;77697
1976033;77697
1977287;77697
1978460;77697
1979642;77697
1980743;77697
1981694;77697
1982687;77697
1983496;77697
1984162;77697
1984762;77697
1985255;77697
1985687;77697
1986048;77697
1986383;77697
1986663;77697
1986875;77697
1987066;77697
1987210;77697
1987307;77697
1987381;77697
1987435;77697
1987464;77697
1987480;77697
1987488;77697
1987492;77697
1987523;77559
1989072;77559
1990650;77559
1991952;77559
1993083;77559
1994134;77559
1995075;77559
